,municipio,codigo_municipio,estado,ano,campo,despesas_executadas_liquidadas,população,Produto_interno_bruto
164,Baixio,2301802,Ceará,2013,Vigilância Epidemiológica,0,6165,31240.331
165,Baixio,2301802,Ceará,2013,Alimentação e Nutrição,0,6165,31240.331
166,Baixio,2301802,Ceará,2013,Outras Subfunções,1469900,6165,31240.331
167,Baixio,2301802,Ceará,2013,TOTAL,3031380,6165,31240.331
168,Banabuiú,2301851,Ceará,2013,Atenção Básica,3171520,17775,108874.155
169,Banabuiú,2301851,Ceará,2013,Assistência Hospitalar e Ambulatorial,3140080,17775,108874.155
170,Banabuiú,2301851,Ceará,2013,Suporte Profilático e Terapêutico,38247,17775,108874.155
171,Banabuiú,2301851,Ceará,2013,Vigilância Sanitária,2080,17775,108874.155
172,Banabuiú,2301851,Ceará,2013,Vigilância Epidemiológica,167174,17775,108874.155
173,Banabuiú,2301851,Ceará,2013,Alimentação e Nutrição,0,17775,108874.155
174,Banabuiú,2301851,Ceará,2013,Outras Subfunções,699334,17775,108874.155
175,Banabuiú,2301851,Ceará,2013,TOTAL,7287640,17775,108874.155
176,Barbalha,2301901,Ceará,2013,Atenção Básica,7366380,57818,578694.298
177,Barbalha,2301901,Ceará,2013,Assistência Hospitalar e Ambulatorial,56157500,57818,578694.298
178,Barbalha,2301901,Ceará,2013,Suporte Profilático e Terapêutico,652581,57818,578694.298
179,Barbalha,2301901,Ceará,2013,Vigilância Sanitária,551758,57818,578694.298
180,Barbalha,2301901,Ceará,2013,Vigilância Epidemiológica,0,57818,578694.298
181,Barbalha,2301901,Ceará,2013,Alimentação e Nutrição,0,57818,578694.298
182,Barbalha,2301901,Ceará,2013,Outras Subfunções,5628680,57818,578694.298
183,Barbalha,2301901,Ceará,2013,TOTAL,70366496,57818,578694.298
184,Barreira,2301950,Ceará,2013,Atenção Básica,8006080,20371,111135.954
185,Barreira,2301950,Ceará,2013,Assistência Hospitalar e Ambulatorial,329509,20371,111135.954
186,Barreira,2301950,Ceará,2013,Suporte Profilático e Terapêutico,0,20371,111135.954
187,Barreira,2301950,Ceará,2013,Vigilância Sanitária,0,20371,111135.954
188,Barreira,2301950,Ceará,2013,Vigilância Epidemiológica,139934,20371,111135.954
189,Barreira,2301950,Ceará,2013,Alimentação e Nutrição,0,20371,111135.954
190,Barreira,2301950,Ceará,2013,Outras Subfunções,0,20371,111135.954
191,Barreira,2301950,Ceará,2013,TOTAL,8485890,20371,111135.954
192,Barro,2302008,Ceará,2013,Atenção Básica,3765900,22104,121566.531
193,Barro,2302008,Ceará,2013,Assistência Hospitalar e Ambulatorial,2159910,22104,121566.531
194,Barro,2302008,Ceará,2013,Suporte Profilático e Terapêutico,56409,22104,121566.531
195,Barro,2302008,Ceará,2013,Vigilância Sanitária,337909,22104,121566.531
196,Barro,2302008,Ceará,2013,Vigilância Epidemiológica,0,22104,121566.531
197,Barro,2302008,Ceará,2013,Alimentação e Nutrição,0,22104,121566.531
198,Barro,2302008,Ceará,2013,Outras Subfunções,2392850,22104,121566.531
199,Barro,2302008,Ceará,2013,TOTAL,8729480,22104,121566.531
200,Barroquinha,2302057,Ceará,2013,Atenção Básica,516815,14771,78006.428
201,Barroquinha,2302057,Ceará,2013,Assistência Hospitalar e Ambulatorial,696112,14771,78006.428
202,Barroquinha,2302057,Ceará,2013,Suporte Profilático e Terapêutico,0,14771,78006.428
203,Barroquinha,2302057,Ceará,2013,Vigilância Sanitária,131059,14771,78006.428
204,Barroquinha,2302057,Ceará,2013,Vigilância Epidemiológica,209845,14771,78006.428
205,Barroquinha,2302057,Ceará,2013,Alimentação e Nutrição,0,14771,78006.428
206,Barroquinha,2302057,Ceará,2013,Outras Subfunções,4786940,14771,78006.428
207,Barroquinha,2302057,Ceará,2013,TOTAL,6439850,14771,78006.428
208,Baturité,2302107,Ceará,2013,Atenção Básica,6992610,34512,237707.42
209,Baturité,2302107,Ceará,2013,Assistência Hospitalar e Ambulatorial,2925120,34512,237707.42
210,Baturité,2302107,Ceará,2013,Suporte Profilático e Terapêutico,0,34512,237707.42
211,Baturité,2302107,Ceará,2013,Vigilância Sanitária,7585,34512,237707.42
212,Baturité,2302107,Ceará,2013,Vigilância Epidemiológica,555797,34512,237707.42
213,Baturité,2302107,Ceará,2013,Alimentação e Nutrição,0,34512,237707.42
214,Baturité,2302107,Ceará,2013,Outras Subfunções,6337390,34512,237707.42
215,Baturité,2302107,Ceará,2013,TOTAL,17225400,34512,237707.42
216,Beberibe,2302206,Ceará,2013,Atenção Básica,8111940,51442,499228.105
217,Beberibe,2302206,Ceará,2013,Assistência Hospitalar e Ambulatorial,5036220,51442,499228.105
218,Beberibe,2302206,Ceará,2013,Suporte Profilático e Terapêutico,128483,51442,499228.105
219,Beberibe,2302206,Ceará,2013,Vigilância Sanitária,12215,51442,499228.105
220,Beberibe,2302206,Ceará,2013,Vigilância Epidemiológica,1409790,51442,499228.105
221,Beberibe,2302206,Ceará,2013,Alimentação e Nutrição,0,51442,499228.105
222,Beberibe,2302206,Ceará,2013,Outras Subfunções,2660030,51442,499228.105
223,Beberibe,2302206,Ceará,2013,TOTAL,17366100,51442,499228.105
224,Bela Cruz,2302305,Ceará,2013,Atenção Básica,5173680,31804,150926.918
225,Bela Cruz,2302305,Ceará,2013,Assistência Hospitalar e Ambulatorial,3491760,31804,150926.918
226,Bela Cruz,2302305,Ceará,2013,Suporte Profilático e Terapêutico,0,31804,150926.918
227,Bela Cruz,2302305,Ceará,2013,Vigilância Sanitária,0,31804,150926.918
228,Bela Cruz,2302305,Ceará,2013,Vigilância Epidemiológica,0,31804,150926.918
229,Bela Cruz,2302305,Ceará,2013,Alimentação e Nutrição,0,31804,150926.918
230,Bela Cruz,2302305,Ceará,2013,Outras Subfunções,2337460,31804,150926.918
231,Bela Cruz,2302305,Ceará,2013,TOTAL,11591100,31804,150926.918
232,Boa Viagem,2302404,Ceará,2013,Atenção Básica,4087520,53608,285692.972
233,Boa Viagem,2302404,Ceará,2013,Assistência Hospitalar e Ambulatorial,0,53608,285692.972
234,Boa Viagem,2302404,Ceará,2013,Suporte Profilático e Terapêutico,213140,53608,285692.972
235,Boa Viagem,2302404,Ceará,2013,Vigilância Sanitária,0,53608,285692.972
236,Boa Viagem,2302404,Ceará,2013,Vigilância Epidemiológica,360266,53608,285692.972
237,Boa Viagem,2302404,Ceará,2013,Alimentação e Nutrição,0,53608,285692.972
238,Boa Viagem,2302404,Ceará,2013,Outras Subfunções,3378600,53608,285692.972
239,Boa Viagem,2302404,Ceará,2013,TOTAL,8045980,53608,285692.972
240,Brejo Santo,2302503,Ceará,2013,Atenção Básica,6995680,47218,334377.629
241,Brejo Santo,2302503,Ceará,2013,Assistência Hospitalar e Ambulatorial,13287000,47218,334377.629
242,Brejo Santo,2302503,Ceará,2013,Suporte Profilático e Terapêutico,0,47218,334377.629
243,Brejo Santo,2302503,Ceará,2013,Vigilância Sanitária,324391,47218,334377.629
244,Brejo Santo,2302503,Ceará,2013,Vigilância Epidemiológica,0,47218,334377.629
245,Brejo Santo,2302503,Ceará,2013,Alimentação e Nutrição,0,47218,334377.629
246,Brejo Santo,2302503,Ceará,2013,Outras Subfunções,505406,47218,334377.629
247,Brejo Santo,2302503,Ceará,2013,TOTAL,33608700,47218,334377.629
248,Camocim,2302602,Ceará,2013,Atenção Básica,21565900,61918,450700.418
249,Camocim,2302602,Ceará,2013,Assistência Hospitalar e Ambulatorial,706513,61918,450700.418
250,Camocim,2302602,Ceará,2013,Suporte Profilático e Terapêutico,0,61918,450700.418
251,Camocim,2302602,Ceará,2013,Vigilância Sanitária,82097,61918,450700.418
252,Camocim,2302602,Ceará,2013,Vigilância Epidemiológica,0,61918,450700.418
253,Camocim,2302602,Ceará,2013,Alimentação e Nutrição,0,61918,450700.418
254,Camocim,2302602,Ceará,2013,Outras Subfunções,0,61918,450700.418
255,Camocim,2302602,Ceará,2013,TOTAL,22410700,61918,450700.418
256,Campos Sales,2302701,Ceará,2013,Atenção Básica,3092240,27030,171344.489
257,Campos Sales,2302701,Ceará,2013,Assistência Hospitalar e Ambulatorial,1925940,27030,171344.489
258,Campos Sales,2302701,Ceará,2013,Suporte Profilático e Terapêutico,0,27030,171344.489
259,Campos Sales,2302701,Ceará,2013,Vigilância Sanitária,662848,27030,171344.489
260,Campos Sales,2302701,Ceará,2013,Vigilância Epidemiológica,0,27030,171344.489
261,Campos Sales,2302701,Ceará,2013,Alimentação e Nutrição,0,27030,171344.489
262,Campos Sales,2302701,Ceará,2013,Outras Subfunções,2206790,27030,171344.489
263,Campos Sales,2302701,Ceará,2013,TOTAL,8142360,27030,171344.489
264,Canindé,2302800,Ceará,2013,Atenção Básica,18839300,76439,458613.386
265,Canindé,2302800,Ceará,2013,Assistência Hospitalar e Ambulatorial,10700800,76439,458613.386
266,Canindé,2302800,Ceará,2013,Suporte Profilático e Terapêutico,0,76439,458613.386
267,Canindé,2302800,Ceará,2013,Vigilância Sanitária,40016,76439,458613.386
268,Canindé,2302800,Ceará,2013,Vigilância Epidemiológica,0,76439,458613.386
269,Canindé,2302800,Ceará,2013,Alimentação e Nutrição,0,76439,458613.386
270,Canindé,2302800,Ceará,2013,Outras Subfunções,0,76439,458613.386
271,Canindé,2302800,Ceará,2013,TOTAL,30267400,76439,458613.386
272,Capistrano,2302909,Ceará,2013,Atenção Básica,3327390,17470,87922.398
273,Capistrano,2302909,Ceará,2013,Assistência Hospitalar e Ambulatorial,3467440,17470,87922.398
274,Capistrano,2302909,Ceará,2013,Suporte Profilático e Terapêutico,44203,17470,87922.398
275,Capistrano,2302909,Ceará,2013,Vigilância Sanitária,222864,17470,87922.398
276,Capistrano,2302909,Ceará,2013,Vigilância Epidemiológica,0,17470,87922.398
277,Capistrano,2302909,Ceará,2013,Alimentação e Nutrição,0,17470,87922.398
278,Capistrano,2302909,Ceará,2013,Outras Subfunções,1158020,17470,87922.398
279,Capistrano,2302909,Ceará,2013,TOTAL,8302390,17470,87922.398
280,Caridade,2303006,Ceará,2013,Atenção Básica,2891260,21236,82659.722
281,Caridade,2303006,Ceará,2013,Assistência Hospitalar e Ambulatorial,2820490,21236,82659.722
282,Caridade,2303006,Ceará,2013,Suporte Profilático e Terapêutico,48035,21236,82659.722
283,Caridade,2303006,Ceará,2013,Vigilância Sanitária,226056,21236,82659.722
284,Caridade,2303006,Ceará,2013,Vigilância Epidemiológica,0,21236,82659.722
285,Caridade,2303006,Ceará,2013,Alimentação e Nutrição,0,21236,82659.722
286,Caridade,2303006,Ceará,2013,Outras Subfunções,737575,21236,82659.722
287,Caridade,2303006,Ceará,2013,TOTAL,6901150,21236,82659.722
288,Cariré,2303105,Ceará,2013,Atenção Básica,1775320,18629,86580.774
289,Cariré,2303105,Ceará,2013,Assistência Hospitalar e Ambulatorial,1610910,18629,86580.774
290,Cariré,2303105,Ceará,2013,Suporte Profilático e Terapêutico,0,18629,86580.774
291,Cariré,2303105,Ceará,2013,Vigilância Sanitária,82413,18629,86580.774
292,Cariré,2303105,Ceará,2013,Vigilância Epidemiológica,203386,18629,86580.774
293,Cariré,2303105,Ceará,2013,Alimentação e Nutrição,0,18629,86580.774
294,Cariré,2303105,Ceará,2013,Outras Subfunções,2464220,18629,86580.774
295,Cariré,2303105,Ceará,2013,TOTAL,7303550,18629,86580.774
296,Caririaçu,2303204,Ceará,2013,Atenção Básica,7199560,26821,130862.596
297,Caririaçu,2303204,Ceará,2013,Assistência Hospitalar e Ambulatorial,3111680,26821,130862.596
298,Caririaçu,2303204,Ceará,2013,Suporte Profilático e Terapêutico,0,26821,130862.596
299,Caririaçu,2303204,Ceará,2013,Vigilância Sanitária,125259,26821,130862.596
300,Caririaçu,2303204,Ceará,2013,Vigilância Epidemiológica,0,26821,130862.596
301,Caririaçu,2303204,Ceará,2013,Alimentação e Nutrição,0,26821,130862.596
302,Caririaçu,2303204,Ceará,2013,Outras Subfunções,0,26821,130862.596
303,Caririaçu,2303204,Ceará,2013,TOTAL,10885400,26821,130862.596
304,Cariús,2303303,Ceará,2013,Atenção Básica,2007160,18815,81831.873
305,Cariús,2303303,Ceará,2013,Assistência Hospitalar e Ambulatorial,1389780,18815,81831.873
306,Cariús,2303303,Ceará,2013,Suporte Profilático e Terapêutico,3608,18815,81831.873
307,Cariús,2303303,Ceará,2013,Vigilância Sanitária,0,18815,81831.873
308,Cariús,2303303,Ceará,2013,Vigilância Epidemiológica,208289,18815,81831.873
309,Cariús,2303303,Ceará,2013,Alimentação e Nutrição,0,18815,81831.873
310,Cariús,2303303,Ceará,2013,Outras Subfunções,2818880,18815,81831.873
311,Cariús,2303303,Ceará,2013,TOTAL,6488920,18815,81831.873
312,Carnaubal,2303402,Ceará,2013,Atenção Básica,2928490,17282,89526.268
313,Carnaubal,2303402,Ceará,2013,Assistência Hospitalar e Ambulatorial,2875350,17282,89526.268
314,Carnaubal,2303402,Ceará,2013,Suporte Profilático e Terapêutico,40727,17282,89526.268
315,Carnaubal,2303402,Ceará,2013,Vigilância Sanitária,0,17282,89526.268
316,Carnaubal,2303402,Ceará,2013,Vigilância Epidemiológica,170294,17282,89526.268
317,Carnaubal,2303402,Ceará,2013,Alimentação e Nutrição,500,17282,89526.268
318,Carnaubal,2303402,Ceará,2013,Outras Subfunções,1366090,17282,89526.268
319,Carnaubal,2303402,Ceará,2013,TOTAL,7498750,17282,89526.268
320,Cascavel,2303501,Ceará,2013,Atenção Básica,8214150,68926,640553.97
321,Cascavel,2303501,Ceará,2013,Assistência Hospitalar e Ambulatorial,3533150,68926,640553.97
