,municipio,codigo_municipio,estado,ano,campo,Receitas_realizadas_Bimestre,população,Produto_interno_bruto
90,Aiuaba,2300408,Ceará,2013,Cota-Parte IPI-Exportação,9158.0,16784,78557.345
91,Aiuaba,2300408,Ceará,2013,Compensações Financeiras Provenientes de Impostos e Transferências Constitucionais,9957.0,16784,78557.345
92,Aiuaba,2300408,Ceará,2013,    Desoneração ICMS (LC 87/96),9957.0,16784,78557.345
93,Aiuaba,2300408,Ceará,2013,    Outras,0.0,16784,78557.345
94,Aiuaba,2300408,Ceará,2013,TOTAL DAS RECEITAS PARA APURAÇÃO DA APLICAÇÃO EM AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE (III) = I + II,14964400.0,16784,78557.345
95,Alcântaras,2300507,Ceará,2013,RECEITA DE IMPOSTOS LÍQUIDA (I),612281.0,11171,47741.892
96,Alcântaras,2300507,Ceará,2013,Imposto Predial e Territorial Urbano - IPTU,16000.0,11171,47741.892
97,Alcântaras,2300507,Ceará,2013,Imposto sobre Transmissão de Bens Intervivos - ITBI,12970.0,11171,47741.892
98,Alcântaras,2300507,Ceará,2013,Imposto sobre Serviços de Qualquer Natureza - ISS,531678.0,11171,47741.892
99,Alcântaras,2300507,Ceará,2013,Imposto de Renda Retido na Fonte - IRRF,51632.0,11171,47741.892
100,Alcântaras,2300507,Ceará,2013,Imposto Territorial Rural - ITR,0.0,11171,47741.892
101,Alcântaras,2300507,Ceará,2013,"Multas, Juros de Mora e Outros Encargos dos Impostos",0.0,11171,47741.892
102,Alcântaras,2300507,Ceará,2013,Dívida Ativa dos Impostos,0.0,11171,47741.892
103,Alcântaras,2300507,Ceará,2013,"Multas, Juros de Mora e Outros Encargos da Dívida Ativa",0.0,11171,47741.892
104,Alcântaras,2300507,Ceará,2013,RECEITA DE TRANSFERÊNCIAS CONSTITUCIONAIS E LEGAIS (II),11671100.0,11171,47741.892
105,Alcântaras,2300507,Ceará,2013,Cota-Parte FPM,8832920.0,11171,47741.892
106,Alcântaras,2300507,Ceará,2013,Cota-Parte ITR,1294.0,11171,47741.892
107,Alcântaras,2300507,Ceará,2013,Cota-Parte IPVA,111535.0,11171,47741.892
108,Alcântaras,2300507,Ceará,2013,Cota-Parte ICMS,2704620.0,11171,47741.892
109,Alcântaras,2300507,Ceará,2013,Cota-Parte IPI-Exportação,9608.0,11171,47741.892
110,Alcântaras,2300507,Ceará,2013,Compensações Financeiras Provenientes de Impostos e Transferências Constitucionais,11099.0,11171,47741.892
111,Alcântaras,2300507,Ceará,2013,    Desoneração ICMS (LC 87/96),11099.0,11171,47741.892
112,Alcântaras,2300507,Ceará,2013,    Outras,0.0,11171,47741.892
113,Alcântaras,2300507,Ceará,2013,TOTAL DAS RECEITAS PARA APURAÇÃO DA APLICAÇÃO EM AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE (III) = I + II,12283400.0,11171,47741.892
114,Altaneira,2300606,Ceará,2013,RECEITA DE IMPOSTOS LÍQUIDA (I),461531.0,7196,37584.825
115,Altaneira,2300606,Ceará,2013,Imposto Predial e Territorial Urbano - IPTU,17480.0,7196,37584.825
116,Altaneira,2300606,Ceará,2013,Imposto sobre Transmissão de Bens Intervivos - ITBI,260.0,7196,37584.825
117,Altaneira,2300606,Ceará,2013,Imposto sobre Serviços de Qualquer Natureza - ISS,182617.0,7196,37584.825
118,Altaneira,2300606,Ceará,2013,Imposto de Renda Retido na Fonte - IRRF,259950.0,7196,37584.825
119,Altaneira,2300606,Ceará,2013,Imposto Territorial Rural - ITR,0.0,7196,37584.825
120,Altaneira,2300606,Ceará,2013,"Multas, Juros de Mora e Outros Encargos dos Impostos",0.0,7196,37584.825
121,Altaneira,2300606,Ceará,2013,Dívida Ativa dos Impostos,1224.0,7196,37584.825
122,Altaneira,2300606,Ceará,2013,"Multas, Juros de Mora e Outros Encargos da Dívida Ativa",0.0,7196,37584.825
123,Altaneira,2300606,Ceará,2013,RECEITA DE TRANSFERÊNCIAS CONSTITUCIONAIS E LEGAIS (II),9410230.0,7196,37584.825
124,Altaneira,2300606,Ceará,2013,Cota-Parte FPM,6482330.0,7196,37584.825
125,Altaneira,2300606,Ceará,2013,Cota-Parte ITR,529.0,7196,37584.825
126,Altaneira,2300606,Ceará,2013,Cota-Parte IPVA,72466.0,7196,37584.825
127,Altaneira,2300606,Ceará,2013,Cota-Parte ICMS,2835010.0,7196,37584.825
128,Altaneira,2300606,Ceará,2013,Cota-Parte IPI-Exportação,9969.0,7196,37584.825
129,Altaneira,2300606,Ceará,2013,Compensações Financeiras Provenientes de Impostos e Transferências Constitucionais,9932.0,7196,37584.825
130,Altaneira,2300606,Ceará,2013,    Desoneração ICMS (LC 87/96),9932.0,7196,37584.825
131,Altaneira,2300606,Ceará,2013,    Outras,0.0,7196,37584.825
132,Altaneira,2300606,Ceará,2013,TOTAL DAS RECEITAS PARA APURAÇÃO DA APLICAÇÃO EM AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE (III) = I + II,9871760.0,7196,37584.825
133,Alto Santo,2300705,Ceará,2013,RECEITA DE IMPOSTOS LÍQUIDA (I),801950.0,16767,105060.172
134,Alto Santo,2300705,Ceará,2013,Imposto Predial e Territorial Urbano - IPTU,10887.0,16767,105060.172
135,Alto Santo,2300705,Ceará,2013,Imposto sobre Transmissão de Bens Intervivos - ITBI,20632.0,16767,105060.172
136,Alto Santo,2300705,Ceará,2013,Imposto sobre Serviços de Qualquer Natureza - ISS,432374.0,16767,105060.172
137,Alto Santo,2300705,Ceará,2013,Imposto de Renda Retido na Fonte - IRRF,333107.0,16767,105060.172
138,Alto Santo,2300705,Ceará,2013,Imposto Territorial Rural - ITR,0.0,16767,105060.172
139,Alto Santo,2300705,Ceará,2013,"Multas, Juros de Mora e Outros Encargos dos Impostos",0.0,16767,105060.172
140,Alto Santo,2300705,Ceará,2013,Dívida Ativa dos Impostos,4951.0,16767,105060.172
141,Alto Santo,2300705,Ceará,2013,"Multas, Juros de Mora e Outros Encargos da Dívida Ativa",0.0,16767,105060.172
142,Alto Santo,2300705,Ceará,2013,RECEITA DE TRANSFERÊNCIAS CONSTITUCIONAIS E LEGAIS (II),14232400.0,16767,105060.172
143,Alto Santo,2300705,Ceará,2013,Cota-Parte FPM,11048100.0,16767,105060.172
144,Alto Santo,2300705,Ceará,2013,Cota-Parte ITR,8894.0,16767,105060.172
145,Alto Santo,2300705,Ceará,2013,Cota-Parte IPVA,205839.0,16767,105060.172
146,Alto Santo,2300705,Ceará,2013,Cota-Parte ICMS,2949260.0,16767,105060.172
147,Alto Santo,2300705,Ceará,2013,Cota-Parte IPI-Exportação,9724.0,16767,105060.172
148,Alto Santo,2300705,Ceará,2013,Compensações Financeiras Provenientes de Impostos e Transferências Constitucionais,10572.0,16767,105060.172
149,Alto Santo,2300705,Ceará,2013,    Desoneração ICMS (LC 87/96),10572.0,16767,105060.172
150,Alto Santo,2300705,Ceará,2013,    Outras,0.0,16767,105060.172
151,Alto Santo,2300705,Ceará,2013,TOTAL DAS RECEITAS PARA APURAÇÃO DA APLICAÇÃO EM AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE (III) = I + II,15034300.0,16767,105060.172
152,Amontada,2300754,Ceará,2013,RECEITA DE IMPOSTOS LÍQUIDA (I),6226010.0,41227,285778.53
153,Amontada,2300754,Ceará,2013,Imposto Predial e Territorial Urbano - IPTU,23910.0,41227,285778.53
154,Amontada,2300754,Ceará,2013,Imposto sobre Transmissão de Bens Intervivos - ITBI,44052.0,41227,285778.53
155,Amontada,2300754,Ceará,2013,Imposto sobre Serviços de Qualquer Natureza - ISS,5498920.0,41227,285778.53
156,Amontada,2300754,Ceará,2013,Imposto de Renda Retido na Fonte - IRRF,659126.0,41227,285778.53
157,Amontada,2300754,Ceará,2013,Imposto Territorial Rural - ITR,0.0,41227,285778.53
158,Amontada,2300754,Ceará,2013,"Multas, Juros de Mora e Outros Encargos dos Impostos",0.0,41227,285778.53
159,Amontada,2300754,Ceará,2013,Dívida Ativa dos Impostos,0.0,41227,285778.53
160,Amontada,2300754,Ceará,2013,"Multas, Juros de Mora e Outros Encargos da Dívida Ativa",0.0,41227,285778.53
161,Amontada,2300754,Ceará,2013,RECEITA DE TRANSFERÊNCIAS CONSTITUCIONAIS E LEGAIS (II),25157000.0,41227,285778.53
162,Amontada,2300754,Ceará,2013,Cota-Parte FPM,19886500.0,41227,285778.53
163,Amontada,2300754,Ceará,2013,Cota-Parte ITR,8501.0,41227,285778.53
164,Amontada,2300754,Ceará,2013,Cota-Parte IPVA,327866.0,41227,285778.53
165,Amontada,2300754,Ceará,2013,Cota-Parte ICMS,4900400.0,41227,285778.53
166,Amontada,2300754,Ceará,2013,Cota-Parte IPI-Exportação,14839.0,41227,285778.53
167,Amontada,2300754,Ceará,2013,Compensações Financeiras Provenientes de Impostos e Transferências Constitucionais,18828.0,41227,285778.53
168,Amontada,2300754,Ceará,2013,    Desoneração ICMS (LC 87/96),18828.0,41227,285778.53
169,Amontada,2300754,Ceará,2013,    Outras,0.0,41227,285778.53
170,Amontada,2300754,Ceará,2013,TOTAL DAS RECEITAS PARA APURAÇÃO DA APLICAÇÃO EM AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE (III) = I + II,31383000.0,41227,285778.53
171,Antonina do Norte,2300804,Ceará,2013,RECEITA DE IMPOSTOS LÍQUIDA (I),720419.0,7172,41967.895
172,Antonina do Norte,2300804,Ceará,2013,Imposto Predial e Territorial Urbano - IPTU,11238.0,7172,41967.895
173,Antonina do Norte,2300804,Ceará,2013,Imposto sobre Transmissão de Bens Intervivos - ITBI,3570.0,7172,41967.895
174,Antonina do Norte,2300804,Ceará,2013,Imposto sobre Serviços de Qualquer Natureza - ISS,363115.0,7172,41967.895
175,Antonina do Norte,2300804,Ceará,2013,Imposto de Renda Retido na Fonte - IRRF,342496.0,7172,41967.895
176,Antonina do Norte,2300804,Ceará,2013,Imposto Territorial Rural - ITR,0.0,7172,41967.895
177,Antonina do Norte,2300804,Ceará,2013,"Multas, Juros de Mora e Outros Encargos dos Impostos",0.0,7172,41967.895
178,Antonina do Norte,2300804,Ceará,2013,Dívida Ativa dos Impostos,0.0,7172,41967.895
179,Antonina do Norte,2300804,Ceará,2013,"Multas, Juros de Mora e Outros Encargos da Dívida Ativa",0.0,7172,41967.895
180,Antonina do Norte,2300804,Ceará,2013,RECEITA DE TRANSFERÊNCIAS CONSTITUCIONAIS E LEGAIS (II),10391700.0,7172,41967.895
181,Antonina do Norte,2300804,Ceará,2013,Cota-Parte FPM,6628840.0,7172,41967.895
182,Antonina do Norte,2300804,Ceará,2013,Cota-Parte ITR,2452.0,7172,41967.895
183,Antonina do Norte,2300804,Ceará,2013,Cota-Parte IPVA,82169.0,7172,41967.895
184,Antonina do Norte,2300804,Ceará,2013,Cota-Parte ICMS,3651450.0,7172,41967.895
185,Antonina do Norte,2300804,Ceará,2013,Cota-Parte IPI-Exportação,12823.0,7172,41967.895
186,Antonina do Norte,2300804,Ceará,2013,Compensações Financeiras Provenientes de Impostos e Transferências Constitucionais,13943.0,7172,41967.895
187,Antonina do Norte,2300804,Ceará,2013,    Desoneração ICMS (LC 87/96),13943.0,7172,41967.895
188,Antonina do Norte,2300804,Ceará,2013,    Outras,0.0,7172,41967.895
189,Antonina do Norte,2300804,Ceará,2013,TOTAL DAS RECEITAS PARA APURAÇÃO DA APLICAÇÃO EM AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE (III) = I + II,11112100.0,7172,41967.895
190,Apuiarés,2300903,Ceará,2013,RECEITA DE IMPOSTOS LÍQUIDA (I),530530.0,14397,66227.817
191,Apuiarés,2300903,Ceará,2013,Imposto Predial e Territorial Urbano - IPTU,5324.0,14397,66227.817
192,Apuiarés,2300903,Ceará,2013,Imposto sobre Transmissão de Bens Intervivos - ITBI,4720.0,14397,66227.817
193,Apuiarés,2300903,Ceará,2013,Imposto sobre Serviços de Qualquer Natureza - ISS,129781.0,14397,66227.817
194,Apuiarés,2300903,Ceará,2013,Imposto de Renda Retido na Fonte - IRRF,390706.0,14397,66227.817
195,Apuiarés,2300903,Ceará,2013,Imposto Territorial Rural - ITR,0.0,14397,66227.817
196,Apuiarés,2300903,Ceará,2013,"Multas, Juros de Mora e Outros Encargos dos Impostos",0.0,14397,66227.817
197,Apuiarés,2300903,Ceará,2013,Dívida Ativa dos Impostos,0.0,14397,66227.817
198,Apuiarés,2300903,Ceará,2013,"Multas, Juros de Mora e Outros Encargos da Dívida Ativa",0.0,14397,66227.817
199,Apuiarés,2300903,Ceará,2013,RECEITA DE TRANSFERÊNCIAS CONSTITUCIONAIS E LEGAIS (II),13570200.0,14397,66227.817
200,Apuiarés,2300903,Ceará,2013,Cota-Parte FPM,11048100.0,14397,66227.817
201,Apuiarés,2300903,Ceará,2013,Cota-Parte ITR,1905.0,14397,66227.817
202,Apuiarés,2300903,Ceará,2013,Cota-Parte IPVA,104060.0,14397,66227.817
203,Apuiarés,2300903,Ceará,2013,Cota-Parte ICMS,2398430.0,14397,66227.817
204,Apuiarés,2300903,Ceará,2013,Cota-Parte IPI-Exportação,8475.0,14397,66227.817
205,Apuiarés,2300903,Ceará,2013,Compensações Financeiras Provenientes de Impostos e Transferências Constitucionais,9215.0,14397,66227.817
206,Apuiarés,2300903,Ceará,2013,    Desoneração ICMS (LC 87/96),9215.0,14397,66227.817
207,Apuiarés,2300903,Ceará,2013,    Outras,0.0,14397,66227.817
208,Apuiarés,2300903,Ceará,2013,TOTAL DAS RECEITAS PARA APURAÇÃO DA APLICAÇÃO EM AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE (III) = I + II,14100700.0,14397,66227.817
209,Aquiraz,2301000,Ceará,2013,RECEITA DE IMPOSTOS LÍQUIDA (I),24697800.0,76186,1548884.6
210,Aquiraz,2301000,Ceará,2013,Imposto Predial e Territorial Urbano - IPTU,6142500.0,76186,1548884.6
211,Aquiraz,2301000,Ceará,2013,Imposto sobre Transmissão de Bens Intervivos - ITBI,6758270.0,76186,1548884.6
212,Aquiraz,2301000,Ceará,2013,Imposto sobre Serviços de Qualquer Natureza - ISS,8544950.0,76186,1548884.6
213,Aquiraz,2301000,Ceará,2013,Imposto de Renda Retido na Fonte - IRRF,3252060.0,76186,1548884.6
214,Aquiraz,2301000,Ceará,2013,Imposto Territorial Rural - ITR,0.0,76186,1548884.6
215,Aquiraz,2301000,Ceará,2013,"Multas, Juros de Mora e Outros Encargos dos Impostos",0.0,76186,1548884.6
216,Aquiraz,2301000,Ceará,2013,Dívida Ativa dos Impostos,0.0,76186,1548884.6
217,Aquiraz,2301000,Ceará,2013,"Multas, Juros de Mora e Outros Encargos da Dívida Ativa",0.0,76186,1548884.6
218,Aquiraz,2301000,Ceará,2013,RECEITA DE TRANSFERÊNCIAS CONSTITUCIONAIS E LEGAIS (II),58449400.0,76186,1548884.6
219,Aquiraz,2301000,Ceará,2013,Cota-Parte FPM,28725000.0,76186,1548884.6
220,Aquiraz,2301000,Ceará,2013,Cota-Parte ITR,22682.0,76186,1548884.6
221,Aquiraz,2301000,Ceará,2013,Cota-Parte IPVA,1524510.0,76186,1548884.6
222,Aquiraz,2301000,Ceará,2013,Cota-Parte ICMS,27972000.0,76186,1548884.6
223,Aquiraz,2301000,Ceará,2013,Cota-Parte IPI-Exportação,98325.0,76186,1548884.6
224,Aquiraz,2301000,Ceará,2013,Compensações Financeiras Provenientes de Impostos e Transferências Constitucionais,106906.0,76186,1548884.6
225,Aquiraz,2301000,Ceará,2013,    Desoneração ICMS (LC 87/96),106906.0,76186,1548884.6
226,Aquiraz,2301000,Ceará,2013,    Outras,0.0,76186,1548884.6
227,Aquiraz,2301000,Ceará,2013,TOTAL DAS RECEITAS PARA APURAÇÃO DA APLICAÇÃO EM AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE (III) = I + II,83147200.0,76186,1548884.6
228,Aracati,2301109,Ceará,2013,RECEITA DE IMPOSTOS LÍQUIDA (I),9264490.0,71749,990304.873
229,Aracati,2301109,Ceará,2013,Imposto Predial e Territorial Urbano - IPTU,864714.0,71749,990304.873
230,Aracati,2301109,Ceará,2013,Imposto sobre Transmissão de Bens Intervivos - ITBI,725759.0,71749,990304.873
231,Aracati,2301109,Ceará,2013,Imposto sobre Serviços de Qualquer Natureza - ISS,3826450.0,71749,990304.873
232,Aracati,2301109,Ceará,2013,Imposto de Renda Retido na Fonte - IRRF,3144960.0,71749,990304.873
233,Aracati,2301109,Ceará,2013,Imposto Territorial Rural - ITR,0.0,71749,990304.873
234,Aracati,2301109,Ceará,2013,"Multas, Juros de Mora e Outros Encargos dos Impostos",0.0,71749,990304.873
235,Aracati,2301109,Ceará,2013,Dívida Ativa dos Impostos,702614.0,71749,990304.873
236,Aracati,2301109,Ceará,2013,"Multas, Juros de Mora e Outros Encargos da Dívida Ativa",0.0,71749,990304.873
237,Aracati,2301109,Ceará,2013,RECEITA DE TRANSFERÊNCIAS CONSTITUCIONAIS E LEGAIS (II),45529500.0,71749,990304.873
238,Aracati,2301109,Ceará,2013,Cota-Parte FPM,26515400.0,71749,990304.873
239,Aracati,2301109,Ceará,2013,Cota-Parte ITR,23089.0,71749,990304.873
240,Aracati,2301109,Ceará,2013,Cota-Parte IPVA,1381750.0,71749,990304.873
241,Aracati,2301109,Ceará,2013,Cota-Parte ICMS,17480400.0,71749,990304.873
242,Aracati,2301109,Ceará,2013,Cota-Parte IPI-Exportação,61788.0,71749,990304.873
243,Aracati,2301109,Ceará,2013,Compensações Financeiras Provenientes de Impostos e Transferências Constitucionais,67180.0,71749,990304.873
